id,comment
@chsun2,타임머신이 생긴다면 저때 감성을 한번 직접 느껴보고싶음 저땐 스마트폰도 없던시절? 뭘하고 생활하고 놀앗을까...
@user-il6nv8yv7k,"지금 생각해 보면 발란스 제일 잘 맞은 그룹인듯,,,?예전 이나 지금 그룹들 보면 젤 잘난놈 하나, 둘? 그 이외 쓰키다시들인데?? 쿨은? 이재훈은?리더로 김성수는 약방의 감초로 유리는? 빼어난 미모는 아니지만 그룹의 홍일점으로 잘 믹스되어서 조화 된 느낌 ㅋㅋㅋㅋ"
@user-jo9vy3ro2i,딱 96년도 감성이네요... 어릴때 고성갔던 기억난다.
@skiwizd807,고딩인데도 이노래 넘 좋음
@user-lv4jc7lp9e,2019년에 보는사람 옛날노래좋네요 가사전달도 잘돼네요
@user-et4pj4zy2l,이재훈 존잘..
@Maior_lcs,이게 벌써.. 26년전이라니.. 세월 참.. ㅠㅠ
@hyeongjichoi8623,이재훈 진짜 풋풋하네 ^^
@sbre982,초딩때 이여름썸머 활동했었는데 쿨 하면 김성수랑 유리밖에몰랐음. 이재훈은 이름모르고 그냥 누구한명 더있는 정도만 알았는데 작년 히든 싱어랑 토토가 연속으로 무대보고 노래들으니까 목소리도꿀이고(물론 창법 바뀌기전이 훨 좋습니다만 ㅠ) 젊었을때도 지금도 훈훈하고 노래도좋고 진짜 왜몰랐었나 싶음 ㅠ
@user-fe9ql3co5u,이재훈 매력... 얼굴이며 목소리며 완벽하다. 진짜 닮고싶을정도로....  한번 보면 못 헤어나오겠다...
@user-ln2br4bs3h,저 2007년 생인데 이 노래 넘 좋아서 만날 들어요! 아 진짜 갓띵곡이네 오늘도 3번은 들을까....
@user-cg1qm1ei5g,이재훈 진짜 잘생겼다
@AngelSong1004,레전드 오브 레전드   
@al821,"i remember cool, h.o.t. coyote, turbo, ysj......the golden era of kpop"
@user-rk7hn6pu4g,빛나던 시절 노래가 촣은건 그시절 이그립다
@user-rb9co3sz2x,이재훈 이때까지만해도최고였네 세월은역시
@user-rm4ey2mb6x,왤캐 그립냐 ㅠㅠ
@user-px5th5lr9f,1995년 이라... 내가 아직 안태어났을때 노랜데 이거 너무 좋은거 아니야??;;
@user-bk5uw7py4d,"그 보다더 행복 한건 없었어~쿨!~~~님  행복 하시고,건강 하시길...."
@Garngnarm,올리신 해당곡은 1995년 2집곡이 아니라 1996년 베스트앨범에 수록된 곡입니다..(쿨 유리 목소리 추가된)
@user-pq3oh4zg9n,난 2005년 생이지만 이노래 넘나 좋다.
@siamesecat2391,가사는 슬픈데 멜로디는 경쾌해서 이상하게 마음에 머무는 노래.
@user-wc7kn5jc2w,하필 95년도에 저노래가 나와서 빛을 많이못본 곡?95년도는 k팝 댄스중흥기인 90년도중에서도 역대급노래들이 쏟아져나온해?김건모 잘못된만남ㆍ룰라 날개잃은천사ㆍ서태지와아이들 컴백홈ㆍ노이즈 상상속의너ㆍ박미경 이브의경고?
@user-dc7ct6qq1u,저화질을 뚫고 나오는 존잘보소...남자연예인 중에 키가 무의미한 유일한 사람
@user-cp5wl9ul4u,다시이런 낭만이 올까 ㅎㅎㅎ  75년생 ㅎㅎ 그립네요^^
@user-jo3vg6ls2q,지금들어도 장난아닌듯.
@user-ft4ep9jy9p,역시 감성은 아날로그다 ㅋ
@user-pg5xf3cr3v,이때  이춤  정말 최고였는데 생각난다 정말
@user-ns2ul4gr2v,이 노래 들으면 과거로 돌아가고 싶어
@user-ig6ly6jw7w,추억이다 눈물돋네
@user-sz6kw1ju8r,노랠자체좋은기라고믿고싶어요!좋은기~좋은운듬푹받을겁니다.
@willy9625,이 노래 원래 이렇게 신났었나
@user-bh7mq6xf2x,원곡을 이렇게 180도 바꿀수있다니
@user-il2jk6jg5d,노래 좋다
@user-wu4yw6kq1e,내가  젤 좋아했던 노래~~지금 들어두  명곡~~~몸이 덩실덩실.
@user-tr5bo9dm9b,"가끔씩 그대 생각을 할 때마다(나 가끔 그대 생각 할 때마다)늘 가까운 듯 멀게만 느껴지는데(늘 가까운 듯 멀게만 느껴져)이렇게 널 만날때에 널 사랑한다지만뒤돌아 서면 왠지 슬픈 예감만이 너무도 변해버린 모습은 내게(너무도 변해버린 모습은 내게)말할 수 없는 아픔을 전해주지만그러는 너 이젠 그만 힘들어 해나 그런 너의 맘을 이해할 수 있어 오 나를 바라보는 그대 눈빛 말하지 않아도우리의 마지막을 난 준비 하려해 예오 나의 사랑을 속여가며 웃음지려 한 건뒤돌아 흘릴 눈물 눈물 때문이야 오 그대 나에게 주었던 사랑그보다 더 행복한 건 내게 없었어, 워우워그래 나 이젠 널 떠나 보내줄게더 이상 슬퍼지려 하기 전에 너와 했던 추억들은 이제 모두 모두 멀어지고 마는거야, 우워오직 나만 사랑한단 그 말들은 이제 거짓이란 걸 난 알아돌이킬 순 없는거니 너와 했던 많은 시간들이 슬퍼져, 우워나 이렇게 태연하게 웃어보이지만 One Two Three Go Ah- woa woo ah 오 나를 바라보는 그대 눈빛 말하지 않아도우리의 마지막을 난 준비 하려해 예오 나의 사랑을 속여가며 웃음지려 한 건뒤돌아 흘릴 눈물 눈물 때문이야 워우워 그대 나에게 주었던 사랑그보다 더 행복한 건 내게 없었어그래 나 이제 널 떠나 보내줄게더 이상 슬퍼지려 하기 전에Ah- woa woo ah"
@user-sz6kw1ju8r,나설지않는 썰렘좋다.
@jymkissss,그립다 이시절이
@BulPyunChung,2002년도 초등학교 운동회때 나왔던 노래구나..25살 아재가 어린시절을 추억하며...
@user-jj1ij1bz7z,이때만해도 이재훈 진짜 꽃미남이다.
@user-bp5iy8ib6l,도입부 최고임!
@hyejon2212,옛날 노래는 가사.멜로디 다좋고~~따라부르기도좋아서.진쨔;; 넘 좋은데~요즘은...ㅡㅡ
@user-zw1ey9gn5i,이재훈 목소리도 잘생김^^
@user-kk6wf5nn6k,내나이 33살 진짜좋아 들어도들어도질리지않어 이때로 돌아가고싶당ㅜㅜ
@user-ms6nw7zz2r,카메라가 세상 정신없지만 90년대 영상은 그 맛으로 보는거다
@user-zi3ix5vx8g,젊을때 나이트에서 춤춘기억이..젊음이들 즐기세요..
@user-fi1my8kv7w,"노래, 춤  좋아요 ~"
@calilove4000,아~~ 옛날 생각나네 너무 그립다!
@user-es9sv9gi1e,이재훈 인상이 너무너무 좋음
@sh-gv6jv,이재훈 넘 잘생겼다~
@user-hg1dv7sx2q,성수  형님  랩할때  정말  간지 난다  멋있어요  이대로
@user-yv2ti8id4x,학생때 엄마가 지겹게 들어서 알게된 노랜데 내가 엄마나이 되어서도 좋다
@user-db9wg3sw4f,오왕~!
@kiimm999,중학교 운동회때 응원가 중 하나였는데 좋아했던 여자애가 이 노래에 맞춰 춤을 추던 기억이 아직도 나네.. 시간이 왜이리 빨리 가버렸어...
@user-wv1hr4ij8z,김성수 잘살았으면 좋겠습니다
@user-cy4vs9vq3h,20년전 노래 유튜브가 400만. 실로 놀랍다. 2010년 이전에 나왔던 유명 아이돌 곡 조회수와 비슷하거나 훨씬 높다.
@juju-cj1lq,뭔가 아련하고 슬프다ㅎㅎ 저때로 다시 못돌아가잖아..넘 그립다 재밌었는데
@KK-wr4xu,재훈형님 젊은거 보소 아름답다 진짜
@user-cr3ug3xl1e,"난 가끔씩 그대 생각을 할 때마다 (나 가끔 그대 생각을 할 때 마다)늘 가까운 듯 멀게만 느껴지는데 오~ (늘 가까운 듯 멀게만 느껴져)이렇게 널 만날 때에 날 사랑한다지만뒤돌아서면 왠지 슬픈 예감만이너무도 변해버린 모습은 내게 (너무도 변해버린 모습은 내게)말할 수 없는 아픔을 전해주지만그런 너 이젠 그만 힘들어 해나 그런 너의 맘을 이해 할 수 있어오, 나를 바라보는 그대 눈빛말하지 않아도 우리의 마지막을 난 준비하려해오, 나의 사랑을 속여 가며 웃음지으려 한 건뒤돌아 흘릴 눈물 눈물 때문이야 워우워~그대 나에게 주었던 사랑그보다 더 행복한건 내게 없었어 워우워~그래 나 이젠 널 떠나보내 줄게더 이상 슬퍼지려 하기 전에오 나를 바라보는 그대 눈빛 말하지 않아도우리의 마지막을 난 준비하려 해오 나의 사랑을 속여 가며 웃음 지려 한건뒤돌아 흘릴 눈물 눈물 때문이야 워우워~그래 내게 주었던 사랑그보다 더 행복한건 내겐 없었어 워우워~그래 나 이젠 널 떠나보내 줄게더이상 슬퍼지려 하기 전에~"
@user-fy3nr4yr9l,나의 젊음을 함께한 쿨그립다눈물난다
@user-pf8yd1jb4x,밤사에서 맥주마시면서 개크게들으면 한주의 스트레스가 없어진다 진짜
@BlackRaisonDetreS2,이재훈나 가끔씩 그대 생각을 할 때마다(나 가끔 그대 생각을 할 때마다)늘 가까운 듯 멀게만 느껴지는데?(늘 가까운 듯 멀게만 느껴져)이렇게 널 만날 때에 날 사랑한다지만뒤돌아서면 왠지 슬픈 예감만이너무도 변해버린 모습은 내게말할 수 없는 아픔을 전해 주지만그런 너 이제 그만 힘들어해나 그런 너의 마음을 이해할 수 있어오 나를 바라보는 그대 눈빛 말하지 않아도우리의 마지막을 난 준비하려 해오 나의 사랑을 속여가며 웃음지려 한 건뒤돌아 흘릴 눈물 눈물 때문이야그대 내게 주었던 사랑그보다 더 행복한 건 내겐 없었어그래 나 이제 널 떠나보내줄게더 이상 슬퍼지려 하기 전에김성수너와 했던 추억들은 이제 모두모두 멀어지고 마는 거야오직 나만 사랑한다는 그 말들을 이제 거짓이란 걸 나는 알아돌이킬 수 없는 거니 너와 했던 많은 시간들이 슬퍼져나 이렇게 태연하게 웃어보이지만 One Two Three Four이재훈오 나를 바라보는 그대 눈빛 말하지 않아도우리의 마지막을 난 준비하려 해오 나의 사랑을 속여가며 웃음지려 한 건뒤돌아 흘릴 눈물 눈물 때문이야그대 내게 주었던 사랑그보다 더 행복한 건 내겐 없었어그래 나 이제 널 떠나보내줄게더 이상 슬퍼지려 하기 전에
@user-uy3sx2ws2h,노래짱조아요ㅠ
@user-ix1dw5ln9x,너무도 찬란하고 행복했던 1990~1994년도여~~~~~
@bohemcigar,이재훈이 노래부를때의 목소리는 다정한듯하면서 잘생긴 느낌.
@kimsua83,이 노래를 노래방에서 잘 불러주던 사람이 생각나네요 ㅎㅎ
@user-cc9gf9bu1m,이때가 좋았지
@kytys1598,이재훈이 세상에서 제일 잘생긴줄 알았던 시절 ㅠ
@user-dp5wd9qw2z,넘 넘 조타
@Gunter030,최선원씨 버젼도 매우 좋아하지만 뭔가 쿨은 넘사같다..
@user-wo3dl2qg8e,별 거 없는데 춤이 왜이리 멋있어 보이지???
@user-mj8uw4pn1i,너무 좋아
@user-eu1oe3iq7m,옛날이 그립다!
@monday6598,솔직히 어렸을 때 이재훈 내 이상형이었음ㅋㅋㅋ....귀엽게생겨서
@jety9549,가장 흥겹지만 슬픈 노래...
@user-vp8uk5ci6u,우와 나돌잔치할때 나온노래네 진짜 명곡이다
@user-kx5wx7bx2e,풋풋하고 잘생겼다 ㅠ
@user-ml6yc2yl7c,옛 추억이 글성글성 확 올라오네 ㅎ
@user-dv4zu7yu3j,쿨하면 여름시즌 차트 씹어 먹었는데 요즘은 아주 대놓고 발라드 사재기판치고 그알 보고 이런 ㄷㄷ
@user-mu7mo9np5p,발라드를 이렇게 탈바꿈 하다니....이곡이 나오기 전 최선원이라는 가수가 발라드 풍으로 부른 곡이죠.
@user-ti9un5mw3r,나의 20대를 함께한 쿨~~~지금도 함께해요~~~^
@user-jj2xh6cq2z,"예전엔 어디가서 통성명하면 항상 쿨의 김성수냐는 너스레를 듣곤 했읍니다,,"
@user-bp7bs3bv3d,넘어진후 김성수와 웃는거 귀엽
@user-md8pp4hj2k,"어느듯 2022년이네요.옛 추엇에 잠겨봅니다,모두들 편안한 저녁시간 되세요 ^^"
@user-zk2hy3yj3h,이 노래는 전설이쥬 ㅋㅋ 노래방 애창곡
@danielchoi8262,저 시절이 먀냥 그립습니다...
@90100kkk,작년 부산에서 재훈이형 봤는데 와 진짜존잘
@user-gh5fu7qi2m,"아무리 생각해봐도 90년대 음악, 90년대 멜로디, 90년대 스타일이 지금보다 월등히 좋은게 아니고... 그게 아니고 그냥 저 당시의 내가 그리운거야ㅠㅠ 어리고 꿈많고 생기넘쳤던 과거의 '나'로 돌아가고 싶은거야ㅠㅠㅜ 우리가 여기서 이러고 있는 것처럼 먼훗날 누군가는 2022년을 또 그리워하겠지 '아 그때가 좋았지 그때가 낭만이 있었지'하면서"
@user-bd7wh5st9t,최고다
@lekyhiep1995,really like this song
@dongjoo87,김성수 하는거없어보여도 예능에서 활약제일많이함
@user-gu9jd1jl5s,난 왜 지금 노래보다 90년대 노래가 더 좋지 나만 그런가..
@bk2111,"저때 히트친 댄스곡들의 법칙. 가수들은 아주 신나게 웃으면서, 대신 가사는 슬퍼야 함. 그리고 엔딩은 꼭 폭탄소리로.."
@user-dc2ec1mg5t,추억돋네. 나의  청춘 열일곱살때~여고시절 ㅋ ㅋ ㅋ추억할수있어.  행복하다.
@user-fv4gx6lv4r,이 노래는 신나는데 너무 슬프단 말야ㅠㅠ
@user-td2yn1kv7q,2020년!!! 'ㅁ'////////// 서로 눈맞춤 하면서 웃는 게 미소가 저절로..ㅋㅋㅋ 오늘도 행복합시다! 옛날이여~~ ㅠ3ㅠ
@user-qp1er9el5u,성수씨 랩 짱짱짱 사랑해용 ♡♡♡♡♡♡♡♡♡
@user-zp8lr2jm2i,이재훈(쿨) 노랜 평생 들어도 안질림  이재훈 넘 멋있다 진짜 근데 왜 아직 결혼안한 거야 불타는 청춘에 나와요   이재훈목소리 참 좋디ㅡ  최고예요!!!*
@user-rg3be8xt6v,"*  "" 이 재훈""씨나 , ""김 성수""씨?물론, ""유리""씨? 모두,  성품이 좋으신 분들이십니다ㆍ^^~"
@user-hk3tg8gz4e,20년6월이 돼서야 이 노랠 알아버렸네 중독돼버렸지 모얌
@user-ci9of7xz8x,"난 가끔씩 그대 생각을 할때마다늘 가까운 듯 멀게만 느껴지는데이렇게 늘 만날때엔 날 사랑한다지만 뒤돌아서면 왠지 슬픈 예감만이  너무도 변해버린 모습은 내게 말할 수 없는 아픔을 전해주지만 그런 너 이제 그만 힘들어 해 나 그런 너의 맘을 이해할 수 있어  오 나를 바라보는 그대 눈빛 말하지 않아도 우리의 마지막을 난 준비하려해 오 나의 사랑을 속여가며 웃음지려 한 건 뒤돌아 흘릴 눈물 눈물 때문이야 오우워 그대 내게 주었던 사랑 그보다 더 행복한 건 내겐 없었어 그래 나 이제 널 떠나보내줄께 더 이상 슬퍼지려하기전에  오 나를 바라보는 그대 눈빛 말하지 않아도 우리의 마지막을 난 준비하려해 오 나의 사랑을 속여가며 웃음지려 한 건 뒤돌아 흘릴 눈물 눈물때문이야  그대 내게 주었던 사랑 그보다 더 행복한 건 내겐 없었어 그래 나 이제 널 떠나보내줄께 더 이상 슬퍼지려하기전에"
@user-vm6xp6jn8q,노래짱
@hkji125,90년대 대학축제때마다 나오던 그노래
@bilba9037,신나는 멜로딘데 슬픈 가사라 더 슬퍼지는 노래
@user-sw4tk1px3t,2022.11.14 95년도 그시절이 너무 그리워 들으러왔어요.. ㅠㅠ
@RyanKwon-hx2np,이때의 쿨은 나의 우상이자 좌우명 ㅎㅎ so miss you guys
@user-ge5pt3us8r,진짜 너무 잘생겼다 하 하 하 하ㅠ
@user-gp3xi4ok5j,추억의 멜로디
@daeddook,10살 때네.. 문득 그립다.
@user-xd9om5ci6v,이때 쿨 인기 작살났는데 진짜 아쉽다
@user-rl5kt7nb6k,노래 좋네여
@user-wm8jw5es5i,이때가수들춤이 지금 아이돌보다는더배로멋지고 좋구나 난지금 육아하다가옛날음악에빠져있음 ㅋ
@user-uj9rh4gw9c,부담금 없이 새련된것 같다♡♡♡
@jennyp9869,그립다 저때
@user-qf6ej8kq2o,정말이지 저때 좋은시절이었어요 다시돌아가고시프다 ?내젊은시절
@battlestop55,이재훈 형님 깔쌈한거 보소
@user-oh3zx2wm3p,유채영씨 있던  1집 시절엔 Ku:l (멤버들 성을 따온거 같음)로 활동했었는데 그 당시엔 작은 기다림 같은 발라드에 가까운곡 부르다가  2집에 유리씨가 합류하면서 장르도 댄스로 바뀌고 그룹명 스펠링도 cool로  바꾸고 완전 탈 바꿈 되었었죠.
@user-sl8fe3md9p,20년이 지난 지금도 이노래 노래방 가면 분위기 띄울려고 부르고 있지./ㅋ
@hjklasdfg4748,오 김성수 랩할때 카리스마 있네
@micellemi6678,젊음 ~~ 찬란한 태양같은 !그자체로 눈부신 시간~
@park9036,나 가끔씩 그대 생각을 할 때마다나 가끔 그대 생각을 할때마다늘 가까운 듯 멀게만 느껴지는데늘 가까운 듯 멀게만 느껴져이렇게 널 만날 때엔 날 사랑한다지만뒤돌아서면 왠지 슬픈 예감만이너무도 변해버린 모습은 내게너무도 변해버린 모습은 내게말할 수 없는 아픔을전해 주지만그러는 너 이제 그만 힘들어해나 그런 너의 맘을이해할 수 있어오 나를 바라보는 그대눈빛 말하지 않아도우리의 마지막을 난 준비하려 해오 나의 사랑을 속여가며웃음지려 한건뒤돌아 흘릴 눈물 눈물때문이야 워우어그대 나에게 주었던 사랑그보다 더 행복한 건 내겐없었어 워우워그래 나 이젠 널 떠나보내 줄게더이상 슬퍼지려하기 전에너와 했던 추억들은 이제모두 모두 멀어지고 마는거야오직 나만 사랑한단 그말들은 이제 거짓이란 걸난 알아돌이킬 순 없는거니 너와했던 많은 시간들이 슬퍼져나 이렇게 태연하게 웃어보이지만 One Two Three Go오 나를 바라보는 그대눈빛 말하지 않아도우리의 마지막을 난준비하려 해오 나의 사랑을 속여가며웃음지려 한건뒤돌아 흘릴 눈물 눈물때문이야 워우어그대 나에게 주었던 사랑그보다 더 행복한 건 내겐없었어 워우워그래 나 이젠 널 떠나보내 줄게더이상 슬퍼지려하기 전에
@user-nq8cc9ex5i,난 왜 이노래들으면 눈물이나지???왜이리 슬프지?2020년 방구석에 잘 듣고있어여 감사해여!
@ry7152,이재훈씨 존잘에다 부드러운 미성... 저때 이재훈씨 따라올 자가 몇명이나 있었을까?
@user-jv4sg1cm2x,이재훈 존잘러
@Bo-.-,"난 가끔씩 그대 생각을 할 때마다 (나 가끔 그대 생각을 할 때 마다)늘 가까운 듯 멀게만 느껴지는데 오~ (늘 가까운 듯 멀게만 느껴져)이렇게 널 만날 때에 날 사랑한다지만뒤돌아서면 왠지 슬픈 예감만이너무도 변해버린 모습은 내게 (너무도 변해버린 모습은 내게)말할 수 없는 아픔을 전해주지만그런 너 이젠 그만 힘들어 해나 그런 너의 맘을 이해 할 수 있어오, 나를 바라보는 그대 눈빛말하지 않아도 우리의 마지막을 난 준비하려해오, 나의 사랑을 속여 가며 웃음지으려 한 건뒤돌아 흘릴 눈물 눈물 때문이야 워우워~그대 나에게 주었던 사랑그보다 더 행복한건 내게 없었어 워우워~그래 나 이젠 널 떠나보내 줄게더 이상 슬퍼지려 하기 전에오 나를 바라보는 그대 눈빛 말하지 않아도우리의 마지막을 난 준비하려 해오 나의 사랑을 속여 가며 웃음 지려 한건뒤돌아 흘릴 눈물 눈물 때문이야 워우워~그래 내게 주었던 사랑그보다 더 행복한건 내겐 없었어 워우워~그래 나 이젠 널 떠나보내 줄게더이상 슬퍼지려 하기 전에"
@user-kb9si7oz2e,최고의 댄스곡
@hyeyoungkim65,조회수 실화냐ㅋㅋㅋㅋ저때 이재훈 잘생겨서 계속 보러오네ㅋㅋ
@gadakim6348,"난 가끔씩 그대 생각을 할 때마다 (나 가끔 그대 생각을 할 때 마다)늘 가까운 듯 멀게만 느껴지는데 오~ (늘 가까운 듯 멀게만 느껴져)이렇게 널 만날 때에 날 사랑한다지만뒤돌아서면 왠지 슬픈 예감만이너무도 변해버린 모습은 내게 (너무도 변해버린 모습은 내게)말할 수 없는 아픔을 전해주지만그런 너 이젠 그만 힘들어 해나 그런 너의 맘을 이해 할 수 있어오, 나를 바라보는 그대 눈빛말하지 않아도 우리의 마지막을 난 준비하려해오, 나의 사랑을 속여 가며 웃음지으려 한 건뒤돌아 흘릴 눈물 눈물 때문이야 워우워~그래 내게 주었던 사랑그보다 더 행복한건 내게 없었어 워우워~그래 나 이젠 널 떠나보내 줄게더 이상 슬퍼지려 하기 전에오 나를 바라보며 그대 눈빛 말하지 않아도우리의 마지막을 난 준비하려 해오 나의 사랑을 속여 가며 웃음 지려 한건뒤돌아 흘릴 눈물 눈물 때문이야 워우워~그래 내게 주었던 사랑그보다 더 행복한건 내겐 없었어 워우워~그래 나 이젠 널 떠나보내 줄게더이상 슬퍼지려 하기 전에~"
@user-yf2zy3hl3y,쿨 젤좋은노래ㅎㅎㅎ
@user-sk2fi5jh9u,쿨노래 듣는 계절이 왔네
@Etz_Chayim,"분명 어디서 엄청 많이 들어본 노래였는데 어디였는지 도저히 기억 안났는데, 듣다보니 아마 고등학교때 기숙사 기상송으로 자주 나왔던것같다..."
@user-if5yp5pr8m,하늘나라로 가신 당신이  즐겨부르던 노래 였는데  리듬은  경케하지만  가사속에  당신의 맘을  알수있어  가슴이 아푼 노래라는걸  당신이 가고나서  알았네요
@everland2080,2022년 들으러 왔습니다. 명곡 ^^
@user-jm6qr9er6n,2020년4월에도 들어니좋다
@ssyou1024,이재훈 개 존잘이다
@user-cf2me4jk6v,그 시절엔 낭만이 있어서 좋았는되~ 그 시절에 노래들이 역시 가요계 황금기였나봐요~
@user-pd4sd4ng4l,2022년 여름에 들어온 사람들 축복이 영원하기를
@rhapsody0104,역시 인간은 추억을 먹고산다는 말이 괜히있는게아니구나   추억많이 만드세요~~
@user-rz1xy7em9o,김성수씨 완전 좋아했었는데ㅠㅠ
@user-fi3sd4mx3z,날개달린 심장~~~
@user-go7xj8pw8k,재훈이형은 진짜.생긴거에 유머 센스도 최고임 ㅋㅋㅋㅋ
@sunjulee3914,내...대학시절....…꿈도 추억도..…
@user-yw7bw6ps8h,사랑합니다
@bongsiklee3089,오~ 김성수도 한 춤하네. 역시 젊음이 좋쿠나~ ㅋㅋㅋ
@jutti0912,락카페 나이트가면 앉아서 술먹다가 저 전주 나오면 전원 무대로 발사..
@user-be2ke8fy2e,옛날엔아이돌도노래를잘햇다거한다
@user-nt2hf4pq6k,노래 너무 좋아 .. 왜 무도보다가 여기까지 ..
@user-ho6ji8bl1i,일락때 춤췄던추억이 스쳐시나가는구나
@user-st9wn3pe6s,나 가끔씩 그대 생각을 할때마다늘 가까운 듯 멀게만 느껴지는데이렇게 널 만날때엔 날 사랑한다지만뒤돌아서면 왠지 슬픈 예감만이너무도 변해버린 모습은 내게말할 수 없는 아픔을 전해주지만그런 너 이제 그만 힘들어 해나 그런 너의 맘을 이해할 수 있어오 나를 바라보는 그대 눈빛 말하지 않아도우리의 마지막을 난 준비하려 해오 나의 사랑을 속여가며 웃음지려 한 건뒤돌아 흘릴 눈물 눈물때문이야 워우워그대 내게 주었던 사랑그보다 더 행복한 건 내겐 없었어 워우워그래 나 이제 널 떠나 보내줄께더 이상 슬퍼지려하기전에너와 했던 추억들은이제 모두 모두 멀어지고 마는거야 우와오직 나만 사랑한단 그 말들은이제 모두 거짓이란 걸 난 알아돌이킬 순 없는거니너와 했던 많은 시간들이 슬퍼져 우와나 이렇게 태연하게 웃어보이지만One Two Three Go오 나를 바라보는 그대 눈빛 말하지 않아도우리의 마지막을 난 준비하려 해오 나의 사랑을 속여가며 웃음지려 한 건뒤돌아 흘릴 눈물 눈물때문이야 워우워그대 내게 주었던 사랑그보다 더 행복한 건 내겐 없었어 워우워그래 나 이제 널 떠나 보내줄께더 이상 슬퍼지려하기전에
@kevinkykim2051,당시 이 노래 엄청났었지.
@user-wu1dk7oj1v,개축억이다
@user-qn8mm5ls4z,"이재훈 비주얼 잘생긴거야 뭐 빼박이고, 개인적으로 이재훈을 볼때마다 느끼는건데 눈빛이 굉장히 선하고 쌍꺼풀없는 무쌍에다 눈매가 강아지 눈처럼 동글동글하고 커서 더 예뻐보이는거 같음. 이재훈 눈빛이 청순, 청초함에 한몫한듯. 남자가 이렇게 청순하기 쉽지 않거든."
@user-wt2mr6nt1j,가라오케 디제이 입니다.아직도 이노래로 공연하고 춤추는데 명곡입니다~
@graybuble,저노래 나올때 -3살이였지만 지금 인생곡입니다
@user-dn1fo6lq5d,이 노래만 들으면 괜히?눈물 날 것 같음 향수병 심하게 오고...옛날이 너무 그리워짐
@user-bt4jw4wb2s,슴세쨜인데 좋아하는노래예요 엄마가 쿨노래 좋아해서 어렸을때 많이들었음ㅎㅎ
@user-gs7ue8oz6o,2021년도 듣고있는 사람 손 내년에는 쿨 컴백 한번은 보고싶다
@jolee-sd5ev,2021년3월47살아빠와 14살 중1딸과 같이 듣는데 음악 좋다네요^^
@user-xh7up1pb2e,아 마흔살인데 이노래 들으면 수학여행 생각나서 너무 그립다
@cutycatgo7,Oh those good old days...
@user-ix9ib7xm1b,좋네요
@seo7013,돌아가고싶다  진심 ..........ㅠ.ㅠ
@user-ix9ib7xm1b,좋네요
@user-sn1lm3rt7z,이재훈 겁나 세련되 보이네...
@user-sz5cj4ph8c,개띵곡
@user-uc8hj3vc6b,요즘노래는 그냥 멋부리는것뿐 90년대노래랑 못비기죠
@gaminghoxy5598,오래된노래였구나 하긴5년전부터 찾던노래니까....
@user-fd1iz7eg8d,한국의 명곡들은 90년대에 다 뽑아내서 현시대 노래들은 그닥! 학창시절에 동시대 음악을 듣고 자란거에 감사합니다.ㅜㅜ
@Roland-LOR,"99년생 현 22세, 이 노래가 제 애창곡 1번입니다"
@user-gu9ph9jl9q,와...이재훈 미남이다 지금도 다이어트하시면 지금삘이겠다 와..이재훈 진짜 매너짱이다 김성수 랩파트할라고항때 뒤로가면서 박수친다....와우....
@anna20309,01인데 쿨 넘 좋아여...재훈오빠(?)ㅜㅜㅜㅜ 노래방 애창곡들 다 쿨 노래에요ㅠㅠ 그리고 특히 작은기다림 애정합니다ㅜㅜㅜ
@user-di3qt2zg3t,성수형이 없으면 서운... 예전 60만 대군 .. 여자 아이돌 보다.. 성수형 미소가 최고!
@user-hn2gq2zk6b,감사합니다 ~~♡♡♡~~
@user-nv4fn1qy6d,오랜만에 들어보는노래~
@user-ov4eb2yf5i,이 노래를  부르면서  내  젊은시간이  지났네?  노래방  18번~~   친구들이  바로  번호눌러준 기억~~ 아~ 눈물나~~
@user-on5lw7mp5i,이재훈 외에는 성공해서는 안될 실력과 재능과 노력..90년대 립싱크 가수들 모두 포함됨시대와 운을 잘타고나면 떵떵거리고 살 수 있다... 인생은 운과 타이밍
@user-lw2bg9cw9z,나이먹으니  요즘 비티에스보다  쿨  노래가 더 좋으다
@kjm9217,난 왜 98년생인데 이사람들에게 푹 빠져있지ㅋㅋㅋㅋㅋㅋㅋ
@smk800,지금도 노래방가면 이노래 부름ㅋㅋㅋ
@nyk8029,개인적으로 4.5집의 발라드버젼이 가사와 더 잘 어울리지만 빠른템포도 좋아영
@user-pi4lc4zt2o,현재 10대 이신 그대들의 거룩하신 부모님들의 애창곡 입니다~~~~~~~~~~!!!!
@user-de9vr1oe7i,운전하면서 테잎늘어닐정도로 들었네22년전야그네...
@user-eu3hd7lf6i,매번 웃는 얼굴로 부르니까 더 신남
@zabala019,역시? 명곡이다
@JonSmith-wz6vl,그리운 시절 내 국딩때네 ㅎㅎ
@user-rb4if3sz9w,2019년12월25일크리스마스!슬픔과 경쾌함이 조화롭다마음을 움직이는..^^
@hbs5992,춤선보소 !!
@dontshotforinside,이노래를 알고있다는건 적어도 90년대 생이 아니라는거...ㅋㅋ 벌써 세월이.. 어린애들의 세상이 되다니...ㅡ.ㅡ;;
@user-wr1mv7oy5b,패션도 짱
@rca2097,"역시, 노래는, 한국노래가 최고..최고... 미국팝송,? 브리티시 음악,? 일본음악,,수없이 많이 들었지만,? 대중가요는, 한국이, 최고..."
